"Word","Length","Freq_HAL","Log_Freq_HAL","POS","I_Mean_RT","I_Mean_Accuracy"
"satiable","8","6","1.79","JJ","798.21","0.73"
"satiate","7","60","4.09","VB|JJ","947.05","0.69"
"satiety","7","25","3.22","NN","732.82","0.37"
"satin","5","1533","7.33","NN","695.50","0.90"
"satinwood","9","0","0.00","NN","975.70","0.68"
"satire","6","1641","7.40","NN","761.29","0.85"
"satires","7","76","4.33","NN","723.40","0.78"
"satiric","7","100","4.61","JJ","849.22","0.58"
"satirical","9","451","6.11","JJ","900.95","0.71"
"satirically","11","26","3.26","RB","871.40","0.78"
"satirist","8","85","4.44","NN","871.04","0.70"
"satirize","8","50","3.91","VB","976.56","0.76"
"satirizes","9","15","2.71","VB","893.10","0.71"
"satisfaction","12","7083","8.87","NN","700.22","0.97"
"satisfactions","13","28","3.33","NN","817.26","1.00"
"satisfactorily","14","497","6.21","RB","1002.33","0.94"
"satisfactory","12","2529","7.84","JJ","782.00","0.97"
"satisfied","9","10601","9.27","VB|JJ","700.09","1.00"
"satisfies","9","789","6.67","VB","722.94","0.97"
"satisfy","7","5617","8.63","VB","676.75","0.97"
"satisfying","10","2767","7.93","JJ|VB|NN","715.81","0.94"
"saturate","8","274","5.61","VB","748.84","0.94"
"saturated","9","1301","7.17","VB|JJ","748.27","1.00"
"saturation","10","988","6.90","NN","701.48","0.94"
"Saturday","8","24556","10.11","NN","709.59","0.94"
"Saturdays","9","1407","7.25","NN|RB","643.59","0.97"
"Saturday's","10","523","6.26","encl","637.18","1.00"
"Saturn","6","10832","9.29","NN","644.58","1.00"
"Saturnalia","10","33","3.50","NN","967.00","0.12"
"sauce","5","5757","8.66","NN","601.03","1.00"
"sauced","6","8","2.08","JJ","720.54","0.79"
"saucepan","8","602","6.40","NN","696.91","1.00"
"saucer","6","1272","7.15","NN","670.33","1.00"
"saucers","7","640","6.46","NN","684.73","0.97"
"sauces","6","458","6.13","NN","673.85","0.97"
"saucy","5","121","4.80","JJ","664.19","0.91"
"Saudi","5","2907","7.97","NN|JJ","729.96","0.79"
"sauerkraut","10","131","4.88","NN","969.20","0.81"
"Saul","4","1011","6.92","NN","769.64","0.67"
"sauna","5","557","6.32","NN","714.62","0.88"
"saunter","7","43","3.76","VB|NN","761.68","0.82"
"sausage","7","1273","7.15","NN","668.78","0.97"
"sausages","8","297","5.69","NN","753.34","0.97"
"saute","5","617","6.42","VB","918.55","0.33"
"savage","6","5185","8.55","JJ|NN|VB","705.84","0.97"
"savagely","8","212","5.36","RB","766.97","0.85"
"savagery","8","221","5.40","NN","892.68","0.76"
"savages","7","422","6.05","NN|VB","711.86","1.00"
"savanna","7","133","4.89","NN","760.03","0.83"
"savannah","8","6194","8.73","NN","802.29","0.91"
"savant","6","570","6.35","JJ|minor|NN","877.78","0.79"
"save","4","62632","11.05","VB|NN","586.85","1.00"
"saved","5","18101","9.80","VB|JJ","647.64","0.97"
"saver","5","3009","8.01","NN","690.40","0.88"
"saves","5","6359","8.76","VB|NN","699.21","0.97"
"saving","6","12352","9.42","VB|NN","576.93","0.91"
"savings","7","9542","9.16","NN","592.39","0.97"
"savior","6","1682","7.43","NN","681.53","0.91"
"savor","5","349","5.86","VB|NN","714.41","0.91"
"savored","7","142","4.96","VB|JJ","705.59","0.97"
"savoring","8","205","5.32","VB|NN|JJ","741.21","0.91"
"savory","6","201","5.30","JJ|NN","734.60","0.91"
"savvy","5","1066","6.97","JJ","747.42","0.75"
"saw","3","87044","11.37","VB|NN","616.81","0.94"
"sawdust","7","332","5.81","NN","746.16","0.97"
"sawhorse","8","54","3.99","NN","818.60","0.76"
"sawing","6","192","5.26","NN|VB","768.19","0.84"
"sawmill","7","241","5.48","NN","866.82","0.82"
"saws","4","431","6.07","NN|VB","604.74","1.00"
"Sawyer","6","1332","7.19","NN","756.20","0.88"
"sax","3","1523","7.33","NN","621.18","0.69"
"Saxon","5","712","6.57","NN","756.33","0.77"
"Saxons","6","173","5.15","NN","822.26","0.79"
"Saxony","6","152","5.02","NN","964.69","0.39"
"saxophone","9","558","6.32","NN","792.91","0.97"
"saxophonist","11","178","5.18","NN","876.81","0.97"
"say","3","359478","12.79","VB|NN","637.03","1.00"
"saying","6","95390","11.47","VB|NN","671.24","1.00"
"sayings","7","769","6.65","NN","623.38","0.97"
"sayonara","8","81","4.39","minor|NN","1054.58","0.36"
"says","4","199458","12.20","VB","582.06","1.00"
"scab","4","546","6.30","NN","738.52","0.94"
"scabbard","8","108","4.68","NN","858.93","0.44"
"scabbed","7","27","3.30","VB|JJ","909.53","0.88"
"scabby","6","51","3.93","JJ","813.16","0.89"
"scabies","7","28","3.33","NN","981.61","0.56"
"scaffold","8","81","4.39","NN","746.11","0.88"
"scaffolding","11","92","4.52","NN","916.41","0.84"
"scaffoldings","12","0","0.00","NN","957.50","0.82"
"scalar","6","903","6.81","JJ","807.00","0.28"
"scalawag","8","14","2.64","NN","993.44","0.48"
"scald","5","115","4.74","VB","739.71","0.82"
"scalded","7","153","5.03","VB","838.63","0.94"
"scalding","8","108","4.68","VB|NN|JJ","831.00","0.82"
"scale","5","24681","10.11","NN|VB","576.88","0.97"
"scaled","6","1428","7.26","VB","736.33","0.93"
"scales","6","3920","8.27","NN|VB","630.81","0.94"
"scallion","8","167","5.12","NN","785.72","0.94"
"scallop","7","50","3.91","NN|VB","699.91","0.97"
"scalloped","9","107","4.67","JJ|VB","737.47","0.94"
"scallops","8","161","5.08","NN|VB","763.48","0.97"
"scallywag","9","91","4.51","NN","994.21","0.44"
"scalp","5","1315","7.18","NN","723.77","1.00"
"scalpel","7","203","5.31","NN","803.21","0.71"
"scaly","5","191","5.25","RB","811.24","0.81"
"scamp","5","122","4.80","NN","719.42","0.53"
"scamper","7","75","4.32","VB","673.26","0.84"
"scampering","10","36","3.58","VB|NN","829.93","0.84"
"scampi","6","26","3.26","NN","774.86","0.44"
"scan","4","14016","9.55","NN|VB","612.53","0.88"
"scandal","7","2413","7.79","NN","614.50","0.97"
"scandalize","10","12","2.48","VB","823.21","1.00"
"scandalized","11","58","4.06","VB|JJ","898.50","0.97"
"scandalizing","12","1","0.00","VB|NN|JJ","862.33","0.94"
"scandalous","10","382","5.95","JJ","801.14","0.91"
"scandals","8","685","6.53","NN","734.85","0.97"
"Scandinavians","13","189","5.24","NN","926.25","0.90"
"scandalmonger","13","86","4.45","NN","1036.20","0.18"
"Scandinavia","11","934","6.84","NN","915.63","0.88"
"Scandinavian","12","1061","6.97","NN|JJ","933.10","0.97"
"scanned","7","3699","8.22","VB","698.59","1.00"
"scanner","7","10761","9.28","NN","661.48","0.97"
"scanners","8","3847","8.26","NN","666.39","1.00"
"scanning","8","6002","8.70","NN|VB","707.78","0.94"
"scans","5","2146","7.67","NN|VB","647.41","0.97"
"scant","5","591","6.38","JJ","680.10","0.94"
"Riviera","7","442","6.09","NN","847.92","0.78"
"rivulet","7","31","3.43","NN","794.78","0.27"
"rivulets","8","91","4.51","NN","1131.30","0.32"
"roach","5","808","6.69","NN|VB","648.53","0.91"
"road","4","66722","11.11","NN","630.36","0.97"
"roadbed","7","165","5.11","NN","824.71","0.82"
"roadblock","9","202","5.31","NN","758.06","0.97"
"roadbuilding","12","10","2.30","VB","949.10","0.97"
"roadhouse","9","130","4.87","NN","692.65","0.97"
"roadie","6","176","5.17","NN","781.33","0.55"
"roads","5","8651","9.07","NN","583.48","0.97"
"road's","6","40","3.69","NULL","701.50","1.00"
"roadside","8","485","6.18","NN","645.82","0.97"
"roadster","8","186","5.23","NN","902.00","0.94"
"roadway","7","391","5.97","NN","642.65","1.00"
"roadways","8","232","5.45","NN","658.03","1.00"
"roadworthy","10","11","2.40","JJ","992.85","0.84"
"roam","4","1099","7.00","VB","754.58","0.97"
"roamed","6","284","5.65","VB","679.16","0.97"
"roamer","6","44","3.78","NN","782.68","0.94"
"roaming","7","789","6.67","VB","690.71","0.94"
"roar","4","1516","7.32","NN|VB","594.43","0.97"
"roared","6","415","6.03","VB","600.72","0.94"
"roaring","7","818","6.71","VB","670.59","1.00"
"roars","5","207","5.33","VB|NN","607.79","0.97"
"roast","5","1484","7.30","NN|VB","656.94","0.94"
"roasted","7","840","6.73","VB","645.44","0.91"
"roasts","6","132","4.88","VB|NN","655.10","0.94"
"rob","3","21934","10.00","VB|NN","728.79","1.00"
"robbed","6","1360","7.22","VB","652.58","0.91"
"robber","6","886","6.79","NN","609.50","0.94"
"robberies","9","519","6.25","NN","709.87","0.94"
"robbers","7","1907","7.55","NN","583.11","1.00"
"robbery","7","2155","7.68","NN","592.28","0.97"
"robbing","7","1066","6.97","VB","701.88","1.00"
"Robby","5","526","6.27","NN","727.69","0.94"
"Robby's","7","17","2.83","NULL","664.79","1.00"
"robe","4","1641","7.40","NN|VB","626.00","1.00"
"robed","5","168","5.12","VB|JJ","695.36","0.81"
"Robert","6","72828","11.20","NN","699.50","1.00"
"Roberta","7","759","6.63","NN","781.74","0.97"
"Roberto","7","3041","8.02","NN","752.62","1.00"
"robes","5","804","6.69","NN|VB","676.80","0.91"
"robin","5","12801","9.46","NN","630.27","0.91"
"Robinson","8","9085","9.11","NN","701.76","0.91"
"Robinson's","10","273","5.61","encl","700.82","0.97"
"robot","5","10880","9.29","NN","610.70","1.00"
"robots","6","5758","8.66","NN","664.38","0.97"
"robs","4","291","5.67","VB|NN","651.73","1.00"
"Rob's","5","357","5.88","encl","643.90","0.91"
"robust","6","3724","8.22","JJ|NN","706.43","0.85"
"robustness","10","510","6.23","NN","978.11","0.82"
"Rochester","9","6748","8.82","NN","721.21","0.88"
"rock","4","44285","10.70","NN|VB","543.88","1.00"
"rockabye","8","5","1.61","NULL","946.75","0.75"
"rockbound","9","4","1.39","JJ","901.39","0.82"
"rocked","6","1009","6.92","VB","678.03","0.97"
"Rockefeller","11","1340","7.20","NN","905.68","0.97"
"rocker","6","1240","7.12","NN","667.18","0.97"
"rockers","7","866","6.76","NN","623.59","1.00"
"rocket","6","11027","9.31","NN|VB","627.13","0.94"
"rocketry","8","627","6.44","NN","822.30","0.82"
"rockets","7","3486","8.16","NN|VB","605.52","0.94"
"rocket's","8","137","4.92","encl","636.91","0.97"
"Rockettes","9","22","3.09","NULL","854.61","0.89"
"Rockies","7","1077","6.98","NN","701.74","0.94"
"rocking","7","1275","7.15","NN|VB|JJ","669.79","0.97"
"rocklike","8","5","1.61","VB|NN|JJ","817.69","0.91"
"rock'n'roll","11","605","6.41","NN","778.81","0.97"
"Rockport","8","190","5.25","NN","830.78","0.91"
"rocks","5","7759","8.96","NN|VB","662.06","1.00"
"rocky","5","4780","8.47","JJ|NN","551.33","1.00"
"rod","3","19565","9.88","NN","608.24","0.97"
"rode","4","2639","7.88","VB","710.09","0.97"
"rodent","6","947","6.85","NN","657.81","0.94"
"rodents","7","740","6.61","NN","709.78","0.97"
"rodeo","5","1012","6.92","NN","665.80","0.91"
"rodeos","6","92","4.52","NN","759.63","0.94"
"Rodney","6","3610","8.19","NN","680.22","0.94"
"rods","4","2832","7.95","NN","757.50","0.91"
"Rod's","5","125","4.83","encl","731.64","0.97"
"roe","3","1480","7.30","NN","704.52","0.66"
"Roger","5","21058","9.96","NN","634.16","0.94"
"rogue","5","5675","8.64","JJ|NN","700.96","0.82"
"rogues","6","280","5.63","NN","779.29","0.82"
"roiling","7","70","4.25","NULL","699.00","0.31"
"role","4","32941","10.40","NN","630.61","0.97"
"roleplayed","10","29","3.37","VB|JJ","835.35","0.87"
"roleplaying","11","1769","7.48","NN|VB","961.06","0.91"
"roles","5","6216","8.73","NN","665.97","0.97"
"roll","4","21720","9.99","NN|VB","612.31","1.00"
"rolled","6","6720","8.81","VB","650.15","0.97"
"roller","6","3155","8.06","NN","645.26","1.00"
"rollicking","10","63","4.14","JJ|VB","1130.27","0.33"
"rolling","7","12848","9.46","VB|NN","615.44","0.94"
"rolls","5","5863","8.68","NN|VB","584.81","0.97"
"Roman","5","10744","9.28","NN|JJ","654.35","1.00"
"romance","7","5730","8.65","NN|VB","600.26","1.00"
"romancers","9","4","1.39","NN","800.56","0.84"
"romances","8","496","6.21","NN|VB","740.33","0.97"
"romancing","9","113","4.73","VB|NN","774.26","1.00"
"Romanesque","10","17","2.83","JJ","903.20","0.65"
"Romania","7","3211","8.07","NN","705.23","0.94"
"Romans","6","3516","8.17","NN","610.47","1.00"
"romantic","8","6456","8.77","JJ|NN","676.38","1.00"
"romantically","12","306","5.72","RB","788.56","0.97"
"romanticism","11","174","5.16","NN","869.26","1.00"
"romanticist","11","10","2.30","NN","965.26","0.97"
"romanticize","11","34","3.53","VB","976.67","0.91"
"romanticizing","13","40","3.69","VB|NN|JJ","989.81","0.91"
"romantics","9","191","5.25","NN","694.50","1.00"
"Rome","4","5454","8.60","NN","622.34","0.97"
"Romeo","5","1325","7.19","NN","633.19","1.00"
"Romeo's","7","26","3.26","encl","693.97","1.00"
"Rome's","6","85","4.44","NULL","712.97","0.94"
"romp","4","418","6.04","NN","774.36","0.76"
"romped","6","28","3.33","VB","715.96","0.76"
"romper","6","224","5.41","NN","707.38","0.73"
"romping","7","90","4.50","VB|NN","751.65","0.76"
"Ron","3","24402","10.10","NN","722.55","0.97"
"Ronald","6","7665","8.94","NN","607.58","0.97"
"rondo","5","175","5.16","NN","833.75","0.13"
"roof","4","5626","8.64","NN","641.15","1.00"
"roofed","6","35","3.56","VB","764.19","0.89"
"roofer","6","27","3.30","NN","778.03","0.94"
"roofer's","8","0","0.00","encl","791.45","0.85"
"roofing","7","180","5.19","NN|VB","691.86","1.00"
"roofs","5","380","5.94","NN","591.71","1.00"
"rooftop","7","257","5.55","NN","692.71","0.97"
"rooftops","8","176","5.17","NN","770.26","1.00"
"rooftree","8","2","0.69","NN","967.91","0.70"
"rook","4","637","6.46","NN","774.28","0.81"
"rookie","6","6050","8.71","NN","715.26","0.97"
"rookies","7","3208","8.07","NN","706.41","0.91"
"room","4","85138","11.35","NN|VB","543.32","1.00"
"roomer","6","5","1.61","NN","739.27","0.47"
"roomful","7","116","4.75","NN","807.58","0.91"
"rooming","7","120","4.79","VB|NN","648.35","0.70"
"roommate","8","2998","8.01","NN","654.42","1.00"
"roommates","9","773","6.65","NN","725.50","1.00"
"rooms","5","9718","9.18","NN|VB","614.19","0.97"
"room's","6","197","5.28","encl","633.50","0.94"
"roomy","5","237","5.47","JJ","675.11","0.79"
"Roosevelt","9","2336","7.76","NN","678.45","0.97"
"Roosevelt's","11","139","4.93","NULL","797.06","0.97"
"roost","5","258","5.55","NN|VB","665.28","0.78"
"rooster","7","516","6.25","NN","645.97","0.97"
"roosters","8","92","4.52","NN","764.43","1.00"
"root","4","27384","10.22","NN|VB","634.37","1.00"
"rooted","6","1550","7.35","VB","664.97","0.97"
"rooting","7","671","6.51","VB|NN","669.82","1.00"
"rootless","8","79","4.37","JJ","728.71","0.91"
"roots","5","11000","9.31","NN|VB","576.34","0.97"
"rope","4","6358","8.76","NN|VB","566.97","0.97"
"roped","5","124","4.82","VB|JJ","689.06","0.91"
"ropes","5","2536","7.84","NN|VB","567.21","0.97"
"ropewalk","8","7","1.95","NN","973.96","0.85"
"Rorschach","9","152","5.02","NULL","973.36","0.33"
"Rosa","4","2913","7.98","NN","686.35","0.97"
"rosaries","8","40","3.69","NN","827.74","0.70"
"rosary","6","329","5.80","NN","770.70","0.88"
"rose","4","19326","9.87","VB|NN|JJ","594.15","1.00"
"rosebud","7","372","5.92","NN","739.29","0.97"
"rosebuds","8","45","3.81","NN","735.12","1.00"
"rosebush","8","8","2.08","NN","732.80","1.00"
"roseleaf","8","0","0.00","NN|VB","947.57","0.68"
"rosemary","8","1409","7.25","NN","740.36","1.00"
"rosen","5","1358","7.21","NN","815.07","0.44"
"roses","5","6606","8.80","NN","612.41","1.00"
"Rose's","6","288","5.66","encl","647.26","0.97"
"rosette","7","69","4.23","NN","831.64","0.65"
"rosettes","8","1175","7.07","NN","859.53","0.48"
"rosewater","9","44","3.78","NN","751.90","0.91"
"rosewood","8","573","6.35","NN","766.09","0.97"
"Rosie","5","838","6.73","NN","653.33","0.97"
"rosin","5","251","5.53","NN|VB","915.80","0.30"
"Ross","4","11123","9.32","NN","663.03","0.94"
"roster","6","1606","7.38","NN","702.03","0.91"
"Roswell","7","1289","7.16","NN","700.00","1.00"
"rosy","4","862","6.76","JJ","684.03","0.94"
"rot","3","2377","7.77","NN|VB","667.96","0.79"
"Rotarians","9","9","2.20","NN","969.14","0.22"
"rotary","6","1207","7.10","JJ|NN","759.50","0.80"
"rotate","6","3347","8.12","VB","647.58","0.94"
"rotated","7","1235","7.12","VB","703.97","0.97"
"rotates","7","596","6.39","VB","636.45","0.88"
"rotating","8","2873","7.96","VB","696.03","1.00"
"rotation","8","4180","8.34","NN","667.68","0.94"
"rotationally","12","16","2.77","RB","938.69","0.55"
"rotations","9","675","6.51","NN","786.00","0.91"
"rote","4","394","5.98","NN","746.83","0.36"
"rotisserie","10","252","5.53","NN","916.58","0.76"
"rotor","5","1128","7.03","NN","740.22","0.53"
"rots","4","177","5.18","VB","760.08","0.75"
"rotten","6","2386","7.78","JJ","647.42","0.97"
"rotting","7","939","6.84","VB","659.88","0.94"
"rotund","6","79","4.37","JJ","818.27","0.31"
"rotunda","7","101","4.62","NN","909.79","0.73"
"rotundity","9","5","1.61","NN","1311.21","0.48"
"rouge","5","2058","7.63","minor|NN","683.47","0.91"
"rough","5","10148","9.23","JJ|RB|VB","614.97","1.00"
"roughage","8","66","4.19","NN","927.40","0.16"
"roughcast","9","0","0.00","NN","1056.80","0.61"
"roughed","7","103","4.63","VB|JJ","753.57","0.90"
"roughen","7","35","3.56","VB","861.82","0.65"
"roughened","9","36","3.58","VB|JJ","774.70","0.77"
"rougher","7","359","5.88","JJ","718.53","0.91"
"roughest","8","66","4.19","JJ","847.40","0.88"
"roughhouse","10","40","3.69","NN|VB","830.63","0.84"
"roughish","8","2","0.69","JJ","972.92","0.77"
"roughly","7","10597","9.27","RB","650.22","0.97"
"roughneck","9","20","3.00","NN","855.88","1.00"
"roughness","9","284","5.65","NN","705.72","0.97"
"roughrider","10","8","2.08","NN","1061.28","0.81"
"roughshod","9","108","4.68","JJ","1013.45","0.35"
"roulette","8","779","6.66","NN","835.55","0.97"
"round","5","47080","10.76","JJ|NN|VB","570.94","0.97"
"roundabout","10","353","5.87","NN|JJ|RB","969.63","0.94"
"rounded","7","3398","8.13","VB|JJ","653.81","0.94"
"roundhouse","10","692","6.54","NN","767.84","0.97"
"rounding","8","1062","6.97","VB|NN","691.41","1.00"
"roundly","7","204","5.32","RB","843.27","0.91"
"roundness","9","105","4.65","NN","819.41","0.94"
"rounds","6","7214","8.88","NN|VB","622.59","1.00"
"round's","7","88","4.48","encl","706.12","0.97"
"roundsman","9","0","0.00","NN","771.89","0.85"
"roundup","7","599","6.40","NN","693.63","0.94"
"roundups","8","49","3.89","NN","738.73","0.91"
"rouse","5","537","6.29","VB","760.57","0.70"
"roused","6","131","4.88","VB","717.25","0.85"
"rousing","7","309","5.73","JJ|VB","829.52","0.91"
"Rousseau","8","389","5.96","NN","1013.29","0.70"
"Rousseau's","10","27","3.30","encl","874.77","0.79"
"rout","4","304","5.72","NN|VB","740.75","0.50"
"route","5","17655","9.78","NN|VB","659.94","0.91"
"routed","6","1961","7.58","VB","703.71","0.82"
"routes","6","4392","8.39","NN|VB","708.74","0.91"
"routine","7","15144","9.63","JJ|NN","651.03","1.00"
"routinely","9","3524","8.17","RB|JJ","681.94","0.97"
"routines","8","9192","9.13","NN","736.56","0.97"
"routings","8","88","4.48","NN","923.78","0.70"
"rove","4","39","3.66","VB","708.81","0.46"
"roved","5","10","2.30","VB","697.40","0.31"
"rover","5","1470","7.29","NN","786.44","0.82"
"roving","6","399","5.99","VB|NN","764.88","0.48"
"row","3","14013","9.55","NN|VB","641.67","1.00"
"rowboat","7","50","3.91","NN","848.09","0.94"
"rowdy","5","421","6.04","JJ","635.81","0.94"
"rowed","5","107","4.67","VB","822.30","0.70"
"rower","5","157","5.06","NN","757.19","0.64"
"rows","4","4309","8.37","NN|VB","589.77","0.97"
"Roxy","4","594","6.39","NN","812.97","0.88"
"Roy","3","10596","9.27","NN","675.97","0.94"
"royal","5","17664","9.78","JJ|NN","587.81","0.94"
"royale","6","817","6.71","NN","729.71","0.85"
"royalist","8","64","4.16","NN|JJ","777.00","0.94"
"royalties","9","2274","7.73","NN","745.76","0.97"
"royalty","7","2983","8.00","NN","718.31","0.97"
"Roy's","5","214","5.37","encl","622.67","0.97"
"rub","3","4231","8.35","VB|NN","544.55","0.91"
"rubbed","6","3338","8.11","VB|JJ","685.77","0.97"
"rubber","6","10099","9.22","NN","662.59","1.00"
"rubberized","10","69","4.23","VB|JJ","757.37","0.79"
